"","uid","ext_int","spec_glob","valence","block"
"625","subCA1_79",22,20,"neg","block0"
"626","subCA1_79",68,22,"pos","block0"
"627","subCA1_79",79,32,"neg","block1"
"628","subCA1_79",77,30,"pos","block1"
"629","subCA1_79",65,25,"neg","block2"
"630","subCA1_79",77,27,"pos","block2"
"631","subCA1_79",65,30,"neg","block3"
"632","subCA1_79",72,31,"pos","block3"
"633","subCA1_80",31,25,"neg","block0"
"634","subCA1_80",61,1,"pos","block0"
"635","subCA1_80",25,82,"neg","block1"
"636","subCA1_80",79,27,"pos","block1"
"637","subCA1_80",70,20,"neg","block2"
"638","subCA1_80",30,81,"pos","block2"
"639","subCA1_80",83,30,"neg","block3"
"640","subCA1_80",18,74,"pos","block3"
"641","subCA1_81",36,23,"neg","block0"
"642","subCA1_81",24,31,"pos","block0"
"643","subCA1_81",61,60,"neg","block1"
"644","subCA1_81",65,41,"pos","block1"
"645","subCA1_81",77,38,"neg","block2"
"646","subCA1_81",78,35,"pos","block2"
"647","subCA1_81",72,30,"neg","block3"
"648","subCA1_81",57,37,"pos","block3"
"649","subCA1_82",70,41,"neg","block0"
"650","subCA1_82",35,31,"pos","block0"
"651","subCA1_82",40,14,"neg","block1"
"652","subCA1_82",78,79,"pos","block1"
"653","subCA1_82",2,6,"neg","block2"
"654","subCA1_82",86,89,"pos","block2"
"655","subCA1_82",9,10,"neg","block3"
"656","subCA1_82",100,94,"pos","block3"
"657","subCA1_83",100,0,"neg","block0"
"658","subCA1_83",100,74,"pos","block0"
"659","subCA1_83",32,9,"neg","block1"
"660","subCA1_83",64,100,"pos","block1"
"661","subCA1_83",16,0,"neg","block2"
"662","subCA1_83",73,100,"pos","block2"
"663","subCA1_83",33,12,"neg","block3"
"664","subCA1_83",100,74,"pos","block3"
"665","subCA1_84",0,0,"neg","block0"
"666","subCA1_84",0,100,"pos","block0"
"667","subCA1_84",0,0,"neg","block1"
"668","subCA1_84",100,100,"pos","block1"
"669","subCA1_84",0,0,"neg","block2"
"670","subCA1_84",100,100,"pos","block2"
"671","subCA1_84",0,0,"neg","block3"
"672","subCA1_84",100,100,"pos","block3"
"673","subCA1_85",86,22,"neg","block0"
"674","subCA1_85",12,12,"pos","block0"
"675","subCA1_85",28,30,"neg","block1"
"676","subCA1_85",85,78,"pos","block1"
"677","subCA1_85",86,80,"neg","block2"
"678","subCA1_85",89,80,"pos","block2"
"679","subCA1_85",86,80,"neg","block3"
"680","subCA1_85",74,71,"pos","block3"
"681","subCA1_86",31,65,"neg","block0"
"682","subCA1_86",63,65,"pos","block0"
"683","subCA1_86",28,31,"neg","block1"
"684","subCA1_86",36,43,"pos","block1"
"685","subCA1_86",28,32,"neg","block2"
"686","subCA1_86",29,42,"pos","block2"
"687","subCA1_86",24,64,"neg","block3"
"688","subCA1_86",33,35,"pos","block3"
"689","subCA1_87",100,72,"neg","block0"
"690","subCA1_87",100,14,"pos","block0"
"691","subCA1_87",0,0,"neg","block1"
"692","subCA1_87",92,81,"pos","block1"
"693","subCA1_87",27,25,"neg","block2"
"694","subCA1_87",64,31,"pos","block2"
"695","subCA1_87",100,100,"neg","block3"
"696","subCA1_87",100,0,"pos","block3"
"697","subCA1_88",28,30,"neg","block0"
"698","subCA1_88",50,50,"pos","block0"
"699","subCA1_88",50,62,"neg","block1"
"700","subCA1_88",50,50,"pos","block1"
"701","subCA1_88",43,43,"neg","block2"
"702","subCA1_88",46,46,"pos","block2"
"703","subCA1_88",50,50,"neg","block3"
"704","subCA1_88",61,60,"pos","block3"
"705","subCA1_89",13,13,"neg","block0"
"706","subCA1_89",100,50,"pos","block0"
"707","subCA1_89",9,9,"neg","block1"
"708","subCA1_89",92,72,"pos","block1"
"709","subCA1_89",7,7,"neg","block2"
"710","subCA1_89",96,75,"pos","block2"
"711","subCA1_89",7,7,"neg","block3"
"712","subCA1_89",94,75,"pos","block3"
"713","subCA1_90",31,41,"neg","block0"
"714","subCA1_90",69,47,"pos","block0"
"715","subCA1_90",25,28,"neg","block1"
"716","subCA1_90",72,80,"pos","block1"
"717","subCA1_90",19,21,"neg","block2"
"718","subCA1_90",81,69,"pos","block2"
"719","subCA1_90",14,20,"neg","block3"
"720","subCA1_90",74,74,"pos","block3"
"721","subCA1_91",36,20,"neg","block0"
"722","subCA1_91",8,11,"pos","block0"
"723","subCA1_91",84,63,"neg","block1"
"724","subCA1_91",30,53,"pos","block1"
"725","subCA1_91",45,39,"neg","block2"
"726","subCA1_91",41,27,"pos","block2"
"727","subCA1_91",77,74,"neg","block3"
"728","subCA1_91",19,25,"pos","block3"
"729","subCA1_92",16,15,"neg","block0"
"730","subCA1_92",83,80,"pos","block0"
"731","subCA1_92",11,73,"neg","block1"
"732","subCA1_92",90,65,"pos","block1"
"733","subCA1_92",12,31,"neg","block2"
"734","subCA1_92",82,73,"pos","block2"
"735","subCA1_92",2,23,"neg","block3"
"736","subCA1_92",95,76,"pos","block3"
"737","subCA1_93",67,34,"neg","block0"
"738","subCA1_93",62,35,"pos","block0"
"739","subCA1_93",0,18,"neg","block1"
"740","subCA1_93",100,85,"pos","block1"
"741","subCA1_93",0,31,"neg","block2"
"742","subCA1_93",100,71,"pos","block2"
"743","subCA1_93",0,23,"neg","block3"
"744","subCA1_93",100,80,"pos","block3"
"745","subCA1_94",70,73,"neg","block0"
"746","subCA1_94",37,69,"pos","block0"
"747","subCA1_94",20,31,"neg","block1"
"748","subCA1_94",75,80,"pos","block1"
"749","subCA1_94",8,11,"neg","block2"
"750","subCA1_94",85,82,"pos","block2"
"751","subCA1_94",3,15,"neg","block3"
"752","subCA1_94",85,87,"pos","block3"
"753","subCA1_95",0,0,"neg","block0"
"754","subCA1_95",79,29,"pos","block0"
"755","subCA1_95",8,15,"neg","block1"
"756","subCA1_95",69,70,"pos","block1"
"757","subCA1_95",56,60,"neg","block2"
"758","subCA1_95",68,71,"pos","block2"
"759","subCA1_95",72,78,"neg","block3"
"760","subCA1_95",60,71,"pos","block3"
"761","subCA1_96",34,2,"neg","block0"
"762","subCA1_96",13,28,"pos","block0"
"763","subCA1_96",10,10,"neg","block1"
"764","subCA1_96",89,90,"pos","block1"
"765","subCA1_96",21,0,"neg","block2"
"766","subCA1_96",96,78,"pos","block2"
"767","subCA1_96",2,1,"neg","block3"
"768","subCA1_96",98,98,"pos","block3"
"769","subCA1_97",5,15,"neg","block0"
"770","subCA1_97",7,82,"pos","block0"
"771","subCA1_97",15,13,"neg","block1"
"772","subCA1_97",39,30,"pos","block1"
"773","subCA1_97",76,77,"neg","block2"
"774","subCA1_97",19,85,"pos","block2"
"775","subCA1_97",26,24,"neg","block3"
"776","subCA1_97",75,71,"pos","block3"
"777","subCA1_98",13,12,"neg","block0"
"778","subCA1_98",78,7,"pos","block0"
"779","subCA1_98",29,23,"neg","block1"
"780","subCA1_98",96,82,"pos","block1"
"781","subCA1_98",19,20,"neg","block2"
"782","subCA1_98",85,72,"pos","block2"
"783","subCA1_98",14,23,"neg","block3"
"784","subCA1_98",88,73,"pos","block3"
"785","subCA1_99",69,100,"neg","block0"
"786","subCA1_99",100,100,"pos","block0"
"787","subCA1_99",100,100,"neg","block1"
"788","subCA1_99",26,0,"pos","block1"
"789","subCA1_99",100,100,"neg","block2"
"790","subCA1_99",100,100,"pos","block2"
"791","subCA1_99",100,100,"neg","block3"
"792","subCA1_99",100,100,"pos","block3"
"793","subCA1_100",66,72,"neg","block0"
"794","subCA1_100",91,21,"pos","block0"
"795","subCA1_100",73,31,"neg","block1"
"796","subCA1_100",90,78,"pos","block1"
"797","subCA1_100",11,82,"neg","block2"
"798","subCA1_100",90,88,"pos","block2"
"799","subCA1_100",0,81,"neg","block3"
"800","subCA1_100",100,20,"pos","block3"
"801","subCA2_1",4,2,"neg","block0"
"802","subCA2_1",100,2,"pos","block0"
"803","subCA2_1",49,4,"neg","block1"
"804","subCA2_1",72,22,"pos","block1"
"805","subCA2_1",62,32,"neg","block2"
"806","subCA2_1",78,34,"pos","block2"
"807","subCA2_1",54,11,"neg","block3"
"808","subCA2_1",83,29,"pos","block3"
"809","subCA2_2",81,79,"neg","block0"
"810","subCA2_2",23,60,"pos","block0"
"811","subCA2_2",87,39,"neg","block1"
"812","subCA2_2",27,68,"pos","block1"
"813","subCA2_2",0,28,"neg","block2"
"814","subCA2_2",100,74,"pos","block2"
"815","subCA2_2",11,30,"neg","block3"
"816","subCA2_2",100,45,"pos","block3"
"817","subCA2_3",100,100,"neg","block0"
"818","subCA2_3",16,0,"pos","block0"
"819","subCA2_3",80,15,"neg","block1"
"820","subCA2_3",61,19,"pos","block1"
"821","subCA2_3",26,27,"neg","block2"
"822","subCA2_3",78,85,"pos","block2"
"823","subCA2_3",18,11,"neg","block3"
"824","subCA2_3",69,24,"pos","block3"
"825","subCA2_4",24,25,"neg","block0"
"826","subCA2_4",39,22,"pos","block0"
"827","subCA2_4",23,23,"neg","block1"
"828","subCA2_4",80,73,"pos","block1"
"829","subCA2_4",15,15,"neg","block2"
"830","subCA2_4",91,89,"pos","block2"
"831","subCA2_4",16,15,"neg","block3"
"832","subCA2_4",89,87,"pos","block3"
"833","subCA2_5",5,6,"neg","block0"
"834","subCA2_5",62,70,"pos","block0"
"835","subCA2_5",54,52,"neg","block1"
"836","subCA2_5",52,56,"pos","block1"
"837","subCA2_5",57,54,"neg","block2"
"838","subCA2_5",63,60,"pos","block2"
"839","subCA2_5",56,57,"neg","block3"
"840","subCA2_5",56,55,"pos","block3"
"841","subCA2_6",50,24,"neg","block0"
"842","subCA2_6",50,2,"pos","block0"
"843","subCA2_6",83,6,"neg","block1"
"844","subCA2_6",93,83,"pos","block1"
"845","subCA2_6",8,6,"neg","block2"
"846","subCA2_6",89,87,"pos","block2"
"847","subCA2_6",11,10,"neg","block3"
"848","subCA2_6",92,91,"pos","block3"
"849","subCA2_7",62,56,"neg","block0"
"850","subCA2_7",39,65,"pos","block0"
"851","subCA2_7",11,16,"neg","block1"
"852","subCA2_7",73,86,"pos","block1"
"853","subCA2_7",0,46,"neg","block2"
"854","subCA2_7",98,95,"pos","block2"
"855","subCA2_7",7,34,"neg","block3"
"856","subCA2_7",93,37,"pos","block3"
"857","subCA2_8",14,27,"neg","block0"
"858","subCA2_8",39,59,"pos","block0"
"859","subCA2_8",75,39,"neg","block1"
"860","subCA2_8",56,55,"pos","block1"
"861","subCA2_8",61,27,"neg","block2"
"862","subCA2_8",66,34,"pos","block2"
"863","subCA2_8",29,28,"neg","block3"
"864","subCA2_8",68,30,"pos","block3"
"865","subCA2_9",35,47,"neg","block0"
"866","subCA2_9",37,72,"pos","block0"
"867","subCA2_9",70,29,"neg","block1"
"868","subCA2_9",64,30,"pos","block1"
"869","subCA2_9",70,81,"neg","block2"
"870","subCA2_9",70,68,"pos","block2"
"871","subCA2_9",84,20,"neg","block3"
"872","subCA2_9",78,27,"pos","block3"
"873","subCA2_10",8,11,"neg","block0"
"874","subCA2_10",3,80,"pos","block0"
"875","subCA2_10",55,51,"neg","block1"
"876","subCA2_10",44,49,"pos","block1"
"877","subCA2_10",23,22,"neg","block2"
"878","subCA2_10",52,54,"pos","block2"
"879","subCA2_10",63,51,"neg","block3"
"880","subCA2_10",50,56,"pos","block3"
"881","subCA2_11",3,1,"neg","block0"
"882","subCA2_11",100,7,"pos","block0"
"883","subCA2_11",62,21,"neg","block1"
"884","subCA2_11",88,89,"pos","block1"
"885","subCA2_11",17,7,"neg","block2"
"886","subCA2_11",78,71,"pos","block2"
"887","subCA2_11",2,15,"neg","block3"
"888","subCA2_11",95,86,"pos","block3"
"889","subCA2_12",16,8,"neg","block0"
"890","subCA2_12",36,16,"pos","block0"
"891","subCA2_12",12,23,"neg","block1"
"892","subCA2_12",79,59,"pos","block1"
"893","subCA2_12",21,23,"neg","block2"
"894","subCA2_12",71,69,"pos","block2"
"895","subCA2_12",27,20,"neg","block3"
"896","subCA2_12",77,79,"pos","block3"
"897","subCA2_13",92,15,"neg","block0"
"898","subCA2_13",73,10,"pos","block0"
"899","subCA2_13",66,27,"neg","block1"
"900","subCA2_13",83,82,"pos","block1"
"901","subCA2_13",18,89,"neg","block2"
"902","subCA2_13",91,84,"pos","block2"
"903","subCA2_13",11,15,"neg","block3"
"904","subCA2_13",87,92,"pos","block3"
"905","subCA2_14",0,0,"neg","block0"
"906","subCA2_14",100,100,"pos","block0"
"907","subCA2_14",83,15,"neg","block1"
"908","subCA2_14",73,70,"pos","block1"
"909","subCA2_14",76,71,"neg","block2"
"910","subCA2_14",33,66,"pos","block2"
"911","subCA2_14",73,72,"neg","block3"
"912","subCA2_14",30,30,"pos","block3"
"913","subCA2_15",12,23,"neg","block0"
"914","subCA2_15",64,49,"pos","block0"
"915","subCA2_15",47,53,"neg","block1"
"916","subCA2_15",53,51,"pos","block1"
"917","subCA2_15",39,46,"neg","block2"
"918","subCA2_15",50,54,"pos","block2"
"919","subCA2_15",40,49,"neg","block3"
"920","subCA2_15",71,56,"pos","block3"
"921","subCA2_16",5,74,"neg","block0"
"922","subCA2_16",25,18,"pos","block0"
"923","subCA2_16",81,82,"neg","block1"
"924","subCA2_16",75,26,"pos","block1"
"925","subCA2_16",34,33,"neg","block2"
"926","subCA2_16",70,71,"pos","block2"
"927","subCA2_16",32,23,"neg","block3"
"928","subCA2_16",73,76,"pos","block3"
"929","subCA2_17",33,39,"neg","block0"
"930","subCA2_17",58,43,"pos","block0"
"931","subCA2_17",56,47,"neg","block1"
"932","subCA2_17",54,46,"pos","block1"
"933","subCA2_17",86,27,"neg","block2"
"934","subCA2_17",19,81,"pos","block2"
"935","subCA2_17",71,25,"neg","block3"
"936","subCA2_17",35,74,"pos","block3"
"937","subCA2_18",44,44,"neg","block0"
"938","subCA2_18",45,41,"pos","block0"
"939","subCA2_18",39,19,"neg","block1"
"940","subCA2_18",82,82,"pos","block1"
"941","subCA2_18",0,0,"neg","block2"
"942","subCA2_18",94,95,"pos","block2"
"943","subCA2_18",4,4,"neg","block3"
"944","subCA2_18",97,97,"pos","block3"
"945","subCA2_19",43,15,"neg","block0"
"946","subCA2_19",21,21,"pos","block0"
"947","subCA2_19",16,19,"neg","block1"
"948","subCA2_19",92,39,"pos","block1"
"949","subCA2_19",8,27,"neg","block2"
"950","subCA2_19",85,16,"pos","block2"
"951","subCA2_19",9,20,"neg","block3"
"952","subCA2_19",93,41,"pos","block3"
"953","subCA2_20",25,25,"neg","block0"
"954","subCA2_20",70,57,"pos","block0"
"955","subCA2_20",36,40,"neg","block1"
"956","subCA2_20",62,55,"pos","block1"
"957","subCA2_20",39,44,"neg","block2"
"958","subCA2_20",60,56,"pos","block2"
"959","subCA2_20",44,56,"neg","block3"
"960","subCA2_20",61,54,"pos","block3"
"961","subCA2_21",92,18,"neg","block0"
"962","subCA2_21",45,44,"pos","block0"
"963","subCA2_21",59,40,"neg","block1"
"964","subCA2_21",42,51,"pos","block1"
"965","subCA2_21",19,18,"neg","block2"
"966","subCA2_21",82,83,"pos","block2"
"967","subCA2_21",23,23,"neg","block3"
"968","subCA2_21",89,87,"pos","block3"
"969","subCA2_22",18,55,"neg","block0"
"970","subCA2_22",47,40,"pos","block0"
"971","subCA2_22",60,95,"neg","block1"
"972","subCA2_22",78,97,"pos","block1"
"973","subCA2_22",37,3,"neg","block2"
"974","subCA2_22",68,100,"pos","block2"
"975","subCA2_22",17,3,"neg","block3"
"976","subCA2_22",78,94,"pos","block3"
"977","subCA2_23",78,74,"neg","block0"
"978","subCA2_23",30,31,"pos","block0"
"979","subCA2_23",85,84,"neg","block1"
"980","subCA2_23",62,72,"pos","block1"
"981","subCA2_23",79,84,"neg","block2"
"982","subCA2_23",83,86,"pos","block2"
"983","subCA2_23",80,86,"neg","block3"
"984","subCA2_23",83,86,"pos","block3"
"985","subCA2_24",92,11,"neg","block0"
"986","subCA2_24",5,4,"pos","block0"
"987","subCA2_24",91,9,"neg","block1"
"988","subCA2_24",92,22,"pos","block1"
"989","subCA2_24",49,27,"neg","block2"
"990","subCA2_24",63,25,"pos","block2"
"991","subCA2_24",7,11,"neg","block3"
"992","subCA2_24",87,19,"pos","block3"
"993","subCA2_25",61,72,"neg","block0"
"994","subCA2_25",24,40,"pos","block0"
"995","subCA2_25",55,19,"neg","block1"
"996","subCA2_25",57,88,"pos","block1"
"997","subCA2_25",49,30,"neg","block2"
"998","subCA2_25",62,83,"pos","block2"
"999","subCA2_25",19,19,"neg","block3"
"1000","subCA2_25",70,69,"pos","block3"
"1001","subCA2_26",35,66,"neg","block0"
"1002","subCA2_26",56,40,"pos","block0"
"1003","subCA2_26",65,45,"neg","block1"
"1004","subCA2_26",83,71,"pos","block1"
"1005","subCA2_26",77,21,"neg","block2"
"1006","subCA2_26",83,85,"pos","block2"
"1007","subCA2_26",100,0,"neg","block3"
"1008","subCA2_26",100,100,"pos","block3"
"1009","subCA2_27",0,1,"neg","block0"
"1010","subCA2_27",57,57,"pos","block0"
"1011","subCA2_27",0,7,"neg","block1"
"1012","subCA2_27",81,94,"pos","block1"
"1013","subCA2_27",0,1,"neg","block2"
"1014","subCA2_27",98,100,"pos","block2"
"1015","subCA2_27",0,0,"neg","block3"
"1016","subCA2_27",100,100,"pos","block3"
"1017","subCA2_28",16,1,"neg","block0"
"1018","subCA2_28",59,31,"pos","block0"
"1019","subCA2_28",41,0,"neg","block1"
"1020","subCA2_28",100,80,"pos","block1"
"1021","subCA2_28",0,0,"neg","block2"
"1022","subCA2_28",100,95,"pos","block2"
"1023","subCA2_28",0,0,"neg","block3"
"1024","subCA2_28",100,79,"pos","block3"
"1025","subCA2_29",26,10,"neg","block0"
"1026","subCA2_29",94,28,"pos","block0"
"1027","subCA2_29",41,0,"neg","block1"
"1028","subCA2_29",65,100,"pos","block1"
"1029","subCA2_29",0,0,"neg","block2"
"1030","subCA2_29",100,100,"pos","block2"
"1031","subCA2_29",0,0,"neg","block3"
"1032","subCA2_29",100,100,"pos","block3"
"1033","subCA2_30",30,29,"neg","block0"
"1034","subCA2_30",74,32,"pos","block0"
"1035","subCA2_30",33,58,"neg","block1"
"1036","subCA2_30",71,27,"pos","block1"
"1037","subCA2_30",23,76,"neg","block2"
"1038","subCA2_30",54,56,"pos","block2"
"1039","subCA2_30",12,93,"neg","block3"
"1040","subCA2_30",88,86,"pos","block3"
"1041","subCA2_31",81,58,"neg","block0"
"1042","subCA2_31",63,36,"pos","block0"
"1043","subCA2_31",91,71,"neg","block1"
"1044","subCA2_31",86,68,"pos","block1"
"1045","subCA2_31",32,38,"neg","block2"
"1046","subCA2_31",90,66,"pos","block2"
"1047","subCA2_31",20,23,"neg","block3"
"1048","subCA2_31",86,69,"pos","block3"
"1049","subCA2_32",26,9,"neg","block0"
"1050","subCA2_32",88,3,"pos","block0"
"1051","subCA2_32",76,0,"neg","block1"
"1052","subCA2_32",99,100,"pos","block1"
"1053","subCA2_32",41,0,"neg","block2"
"1054","subCA2_32",100,88,"pos","block2"
"1055","subCA2_32",22,1,"neg","block3"
"1056","subCA2_32",100,75,"pos","block3"
"1057","subCA2_33",22,24,"neg","block0"
"1058","subCA2_33",79,61,"pos","block0"
"1059","subCA2_33",74,20,"neg","block1"
"1060","subCA2_33",34,40,"pos","block1"
"1061","subCA2_33",71,37,"neg","block2"
"1062","subCA2_33",54,64,"pos","block2"
"1063","subCA2_33",25,42,"neg","block3"
"1064","subCA2_33",72,59,"pos","block3"
"1065","subCA2_34",12,12,"neg","block0"
"1066","subCA2_34",57,90,"pos","block0"
"1067","subCA2_34",13,14,"neg","block1"
"1068","subCA2_34",88,89,"pos","block1"
"1069","subCA2_34",9,8,"neg","block2"
"1070","subCA2_34",73,92,"pos","block2"
"1071","subCA2_34",10,14,"neg","block3"
"1072","subCA2_34",90,91,"pos","block3"
"1073","subCA2_35",86,99,"neg","block0"
"1074","subCA2_35",32,44,"pos","block0"
"1075","subCA2_35",65,31,"neg","block1"
"1076","subCA2_35",82,67,"pos","block1"
"1077","subCA2_35",84,33,"neg","block2"
"1078","subCA2_35",72,86,"pos","block2"
"1079","subCA2_35",77,35,"neg","block3"
"1080","subCA2_35",62,74,"pos","block3"
"1081","subCA2_36",81,15,"neg","block0"
"1082","subCA2_36",87,9,"pos","block0"
"1083","subCA2_36",22,10,"neg","block1"
"1084","subCA2_36",95,87,"pos","block1"
"1085","subCA2_36",15,9,"neg","block2"
"1086","subCA2_36",93,83,"pos","block2"
"1087","subCA2_36",22,10,"neg","block3"
"1088","subCA2_36",95,72,"pos","block3"
"1089","subCA2_37",12,0,"neg","block0"
"1090","subCA2_37",39,0,"pos","block0"
"1091","subCA2_37",49,0,"neg","block1"
"1092","subCA2_37",49,57,"pos","block1"
"1093","subCA2_37",58,0,"neg","block2"
"1094","subCA2_37",57,63,"pos","block2"
"1095","subCA2_37",73,8,"neg","block3"
"1096","subCA2_37",50,54,"pos","block3"
"1097","subCA2_38",50,44,"neg","block0"
"1098","subCA2_38",50,41,"pos","block0"
"1099","subCA2_38",50,44,"neg","block1"
"1100","subCA2_38",49,45,"pos","block1"
"1101","subCA2_38",50,46,"neg","block2"
"1102","subCA2_38",49,47,"pos","block2"
"1103","subCA2_38",51,47,"neg","block3"
"1104","subCA2_38",51,44,"pos","block3"
"1105","subCA2_39",51,41,"neg","block0"
"1106","subCA2_39",81,42,"pos","block0"
"1107","subCA2_39",29,27,"neg","block1"
"1108","subCA2_39",100,100,"pos","block1"
"1109","subCA2_39",0,54,"neg","block2"
"1110","subCA2_39",100,100,"pos","block2"
"1111","subCA2_39",0,50,"neg","block3"
"1112","subCA2_39",100,100,"pos","block3"
"1113","subCA2_40",86,26,"neg","block0"
"1114","subCA2_40",84,36,"pos","block0"
"1115","subCA2_40",35,25,"neg","block1"
"1116","subCA2_40",32,30,"pos","block1"
"1117","subCA2_40",27,27,"neg","block2"
"1118","subCA2_40",77,81,"pos","block2"
"1119","subCA2_40",23,23,"neg","block3"
"1120","subCA2_40",77,31,"pos","block3"
"1121","subCA2_41",50,9,"neg","block0"
"1122","subCA2_41",100,0,"pos","block0"
"1123","subCA2_41",21,0,"neg","block1"
"1124","subCA2_41",76,70,"pos","block1"
"1125","subCA2_41",0,0,"neg","block2"
"1126","subCA2_41",100,90,"pos","block2"
"1127","subCA2_41",0,0,"neg","block3"
"1128","subCA2_41",100,100,"pos","block3"
"1129","subCA2_42",77,27,"neg","block0"
"1130","subCA2_42",96,71,"pos","block0"
"1131","subCA2_42",70,62,"neg","block1"
"1132","subCA2_42",73,30,"pos","block1"
"1133","subCA2_42",33,35,"neg","block2"
"1134","subCA2_42",30,39,"pos","block2"
"1135","subCA2_42",39,29,"neg","block3"
"1136","subCA2_42",72,37,"pos","block3"
"1137","subCA2_43",23,23,"neg","block0"
"1138","subCA2_43",66,73,"pos","block0"
"1139","subCA2_43",70,25,"neg","block1"
"1140","subCA2_43",21,59,"pos","block1"
"1141","subCA2_43",0,3,"neg","block2"
"1142","subCA2_43",87,82,"pos","block2"
"1143","subCA2_43",36,35,"neg","block3"
"1144","subCA2_43",92,82,"pos","block3"
"1145","subCA2_44",13,62,"neg","block0"
"1146","subCA2_44",63,38,"pos","block0"
"1147","subCA2_44",42,58,"neg","block1"
"1148","subCA2_44",70,56,"pos","block1"
"1149","subCA2_44",35,43,"neg","block2"
"1150","subCA2_44",82,63,"pos","block2"
"1151","subCA2_44",30,39,"neg","block3"
"1152","subCA2_44",71,67,"pos","block3"
"1153","subCA2_45",13,0,"neg","block0"
"1154","subCA2_45",74,16,"pos","block0"
"1155","subCA2_45",100,0,"neg","block1"
"1156","subCA2_45",100,100,"pos","block1"
"1157","subCA2_45",0,18,"neg","block2"
"1158","subCA2_45",100,91,"pos","block2"
"1159","subCA2_45",0,71,"neg","block3"
"1160","subCA2_45",94,100,"pos","block3"
"1161","subCA2_46",21,10,"neg","block0"
"1162","subCA2_46",61,30,"pos","block0"
"1163","subCA2_46",37,39,"neg","block1"
"1164","subCA2_46",38,60,"pos","block1"
"1165","subCA2_46",45,69,"neg","block2"
"1166","subCA2_46",62,39,"pos","block2"
"1167","subCA2_46",65,63,"neg","block3"
"1168","subCA2_46",39,26,"pos","block3"
"1169","subCA2_47",29,11,"neg","block0"
"1170","subCA2_47",22,7,"pos","block0"
"1171","subCA2_47",62,52,"neg","block1"
"1172","subCA2_47",68,32,"pos","block1"
"1173","subCA2_47",28,62,"neg","block2"
"1174","subCA2_47",63,63,"pos","block2"
"1175","subCA2_47",32,40,"neg","block3"
"1176","subCA2_47",60,54,"pos","block3"
"1177","subCA2_48",12,4,"neg","block0"
"1178","subCA2_48",32,19,"pos","block0"
"1179","subCA2_48",9,13,"neg","block1"
"1180","subCA2_48",7,23,"pos","block1"
"1181","subCA2_48",84,86,"neg","block2"
"1182","subCA2_48",72,60,"pos","block2"
"1183","subCA2_48",16,51,"neg","block3"
"1184","subCA2_48",28,36,"pos","block3"
"1185","subCA2_49",21,37,"neg","block0"
"1186","subCA2_49",70,1,"pos","block0"
"1187","subCA2_49",34,64,"neg","block1"
"1188","subCA2_49",66,54,"pos","block1"
"1189","subCA2_49",16,55,"neg","block2"
"1190","subCA2_49",95,40,"pos","block2"
"1191","subCA2_49",25,25,"neg","block3"
"1192","subCA2_49",78,85,"pos","block3"
"1193","subCA2_50",70,72,"neg","block0"
"1194","subCA2_50",39,83,"pos","block0"
"1195","subCA2_50",1,2,"neg","block1"
"1196","subCA2_50",98,96,"pos","block1"
"1197","subCA2_50",0,0,"neg","block2"
"1198","subCA2_50",100,100,"pos","block2"
"1199","subCA2_50",15,66,"neg","block3"
"1200","subCA2_50",94,75,"pos","block3"
"1201","subCA2_51",80,22,"neg","block0"
"1202","subCA2_51",70,24,"pos","block0"
"1203","subCA2_51",82,19,"neg","block1"
"1204","subCA2_51",80,20,"pos","block1"
"1205","subCA2_51",48,9,"neg","block2"
"1206","subCA2_51",86,88,"pos","block2"
"1207","subCA2_51",30,7,"neg","block3"
"1208","subCA2_51",79,72,"pos","block3"
"1209","subCA2_52",30,4,"neg","block0"
"1210","subCA2_52",0,5,"pos","block0"
"1211","subCA2_52",0,71,"neg","block1"
"1212","subCA2_52",83,73,"pos","block1"
"1213","subCA2_52",0,73,"neg","block2"
"1214","subCA2_52",100,74,"pos","block2"
"1215","subCA2_52",0,70,"neg","block3"
"1216","subCA2_52",100,70,"pos","block3"
"1217","subCA2_53",73,32,"neg","block0"
"1218","subCA2_53",72,72,"pos","block0"
"1219","subCA2_53",71,29,"neg","block1"
"1220","subCA2_53",74,69,"pos","block1"
"1221","subCA2_53",33,32,"neg","block2"
"1222","subCA2_53",66,72,"pos","block2"
"1223","subCA2_53",53,25,"neg","block3"
"1224","subCA2_53",82,70,"pos","block3"
"1225","subCA2_54",75,17,"neg","block0"
"1226","subCA2_54",34,24,"pos","block0"
"1227","subCA2_54",9,9,"neg","block1"
"1228","subCA2_54",100,100,"pos","block1"
"1229","subCA2_54",50,0,"neg","block2"
"1230","subCA2_54",100,100,"pos","block2"
"1231","subCA2_54",6,3,"neg","block3"
"1232","subCA2_54",100,0,"pos","block3"
"1233","subCA2_55",25,4,"neg","block0"
"1234","subCA2_55",87,29,"pos","block0"
"1235","subCA2_55",14,88,"neg","block1"
"1236","subCA2_55",88,94,"pos","block1"
"1237","subCA2_55",32,16,"neg","block2"
"1238","subCA2_55",80,94,"pos","block2"
"1239","subCA2_55",1,4,"neg","block3"
"1240","subCA2_55",76,85,"pos","block3"
"1241","subCA2_56",69,58,"neg","block0"
"1242","subCA2_56",59,38,"pos","block0"
"1243","subCA2_56",33,25,"neg","block1"
"1244","subCA2_56",69,70,"pos","block1"
"1245","subCA2_56",31,26,"neg","block2"
"1246","subCA2_56",78,77,"pos","block2"
"1247","subCA2_56",28,26,"neg","block3"
"1248","subCA2_56",81,81,"pos","block3"
